"415","22591",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"416","28881",,,"Alg1H",,"French1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"417","28891",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"418","22611",,,"Alg1H",,"French1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"419","29251",,,"Algebra1A",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"420","20902",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"421","30121",,,"GeometryH",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"422","29231",,,"GeometryH",,"Chinese1B",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"423","29381",,,"Algebra1",,"French1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"424","25762",,,"Alg1H",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"425","22641",,,"Alg1H",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"426","24683",,,"Alg1H",,"Chinese1B",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"427","28422",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"428","25402",,,"Algebra1",,"French1a",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"429","20352",,"PCB2H","GeometryH",,"French1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"430","25812",,,"Alg1A",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"431","28831",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"432","28841",,,"Alg1H",,"Chinese1B",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"433","30052",,,"Alg1H",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"434","20852",,,"Algebra1",,"French1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"435","22201",,,"Alg1H",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"436","27602",,,"Alg1H",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"437","25422",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"438","22691",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"439","22811",,,"Alg1H",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"440","28921",,,"Algebra1",,"Chinese1B",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"441","28922",,,"Algebra1",,"Chinese1B",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"442","22701",,,"GeometryH",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"443","28502",,,"Algebra1",,"Spanish1a",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"444","29391",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"445","28931",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"446","24131",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"447","26112",,,"Algebra1",,"Spanish1a",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"448","20772",,,"GeometryH",,"French1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"449","30181",,,"Algebra1",,"French1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"450","26801",,,"Alg1H",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"451","27352",,,"Algebra1",,"Chinese1B",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"452","26712",,,"Algebra1A",,"Chinese1B",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"453","27871",,,"Alg1H",,"French1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"454","27811",,,"Alg1H",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"455","29121",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"456","26121",,,"Alg1H",,"Chinese1B",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"457","28671",,,"Alg1H",,"Chinese1B",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"458","23221",,,"Algebra1",,"Chinese1B",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"459","24802",,,"GeometryH",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"460","29221",,,"Alg1H",,"Chinese1B",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"461","21572",,,"Algebra1",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"462","20482",,,"Alg1H",,"Spanish1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"463","30071",,,"Algebra1",,"Spanish1a",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"464","24151",,,"Algebra1",,"French1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
"465","28621",,,"Algebra1A",,"French1b",NULL,NULL,NULL,NULL,NULL,"0","0","2014-04-21 21:13:25",NULL,"0","0"
